ZONEID,TIMESTAMP,TARGETVAR,U10,V10,U100,V100
1,20120106 4:00,0.2160511192533,-1.10034478964247,-0.325780428314686,-1.35757638125556,-0.607760485977313
1,20120106 5:00,0.357391211241654,-0.803418487179891,-0.240427764283232,-0.95950384685591,-0.483206082730674
1,20120106 6:00,0.491777075944286,-0.827212247644337,-0.323369336110408,-0.998880419037637,-0.596437358409437
1,20120106 7:00,0.337468284737871,-0.273015910159928,-0.365322340464851,-0.296254709169935,-0.607164531894793
1,20120106 8:00,0.188892018233604,-0.340431564809194,-0.439101761915769,-0.409462354192402,-0.735890613719072
1,20120106 9:00,0.274786200285349,-0.733524315815578,-0.652724531214832,-0.55712449987388,-1.23768395120075
1,20120106 10:00,0.41528050740484,-1.02103225476098,-1.05537692932932,-0.928740899838934,-1.65365990079957
1,20120106 11:00,0.289916357440367,-1.27731088309679,-0.968095391534441,-1.62582927924358,-2.25736138639214
1,20120106 12:00,0.252325904443421,-1.30705308367735,-0.799318937234956,-1.61167832361577,-2.56070201439472
1,20120106 13:00,0.276101865987666,-1.43841446957482,-1.03560597325423,-1.62213772560154,-3.54521815871744
1,20120106 14:00,0.203176389467504,-1.3734773316406,-1.67309875206543,-1.51569792892281,-5.05774962015271
1,20120106 15:00,0.139742500100925,-0.799452860435816,-2.27249627404903,-0.956427552154212,-6.31759655059958
1,20120106 16:00,0.161450988924286,-0.417761286318647,-2.58883157125035,-0.451915221075827,-7.22821438868985
1,20120106 17:00,0.233436700620778,-0.431640979922907,-2.79763215614086,-0.444532113791753,-7.7353713129142
1,20120106 18:00,0.307771814380029,-0.419744099690684,-3.07201444898774,-0.50851904358706,-8.12691314512972
1,20120106 19:00,0.334930919608742,-0.549618375559123,-3.27551063102883,-0.842604648191406,-8.36887050263276
1,20120106 20:00,0.430692596006241,-0.620503953609455,-3.45200258038201,-1.00626352632171,-8.46958674257861
1,20120106 21:00,0.234564419040532,-0.865381405056055,-4.03982685978507,-1.40679709648272,-8.1173778798094
1,20120106 22:00,0.178366693667327,-0.75384815287896,-4.54470956736096,-1.06409786671362,-7.56492844531354
1,20120106 23:00,0.0996146956541508,-0.617529733551399,-4.59437806676909,-0.903515283285016,-7.43501045532422
1,20120107 0:00,0.0617423164720919,-0.430153869893879,-5.3133657620849,-0.338092317113021,-7.91832921624778
1,20120107 1:00,0.11371111434422,-1.8683535611797,-4.65967799274269,-2.54713972242818,-6.99083906517176
1,20120107 2:00,0.0863640597284372,-1.43690255072706,-5.42271153855141,-1.95912679701026,-8.38912323425544
1,20120107 3:00,0.0323277891354266,-2.19194181901919,-4.53552645381657,-3.62287504385263,-8.85559720441354
1,20120107 4:00,0.0109893348750818,-1.30947177662213,-4.10054295976885,-2.48386117410909,-7.76393434010452
1,20120107 5:00,0.00985281119448336,-0.637477282465797,-3.39097613510349,-0.189118346386786,-6.90550846087455
1,20120107 6:00,0,1.90493370501345,-3.44308353282796,4.48453971767095,-7.0386242035782
1,20120107 7:00,0.0108806749257692,3.47896626305861,-5.33571483974187,5.72205321451495,-8.28729537979409
1,20120107 8:00,0.0657832914293376,0.915078178820102,-4.61935139798202,2.01787026810056,-7.67348389954947
1,20120107 9:00,0.0283807909762239,0.581944544643171,-4.31123808969821,1.37553330591815,-7.17060220489122
1,20120107 10:00,0.0180404810608209,0.97425951211228,-4.25686515294225,2.02861568196607,-7.44422900933762
1,20120107 11:00,0.00986749224124514,1.75650310296613,-3.58626559961867,3.52640698133008,-6.32241599817692
1,20120107 12:00,0.0632459357704941,2.51106510244139,-3.09373741417088,4.74481752019096,-5.46114576547038
1,20120107 13:00,0.0771544019167311,2.55449656477678,-2.69228389778933,4.83197476598895,-4.83083703506163
1,20120107 14:00,0.113147257764978,2.5645192099311,-1.91973508804831,4.75377203174555,-3.66010114410386
1,20120107 15:00,0.224039089212987,3.34676280078495,-1.35244411456107,5.95845231955607,-2.53316829668532
1,20120107 16:00,0.252701808478831,3.4894661770298,-1.73758574991583,6.13455771346295,-2.89667667099145
1,20120107 17:00,0.216145092894581,3.42933030610388,-1.28493105142241,6.14530312732846,-2.03597530898022
1,20120107 18:00,0.264824735455077,3.44555744587754,-1.02801892525047,6.29514195400856,-1.61728647722856
1,20120107 19:00,0.26651629887928,3.64219219842897,-1.28175929677831,6.23007250337855,-1.98762129987847
1,20120107 20:00,0.285969359281165,3.83309972517792,-1.72716427037094,6.47065038047847,-2.59574407316994
1,20120107 21:00,0.324405595042466,3.94287155305857,-2.08647876076661,6.59481960736876,-3.10374560408602
1,20120107 22:00,0.5980640874306,4.52895766017787,-2.49472889424265,6.73212211787243,-3.53438072043929
1,20120107 23:00,0.676158243648461,5.28304239083626,-2.4235909686536,7.51773126492825,-3.35006661515731
1,20120108 0:00,0.561695321233421,6.82652974460158,-2.35290615087084,9.68412609370147,-3.33300049429787
1,20120108 1:00,0.719857130644233,8.8414964200616,-3.07594600767309,12.707148092545,-4.3929060122383
1,20120108 2:00,0.871910500794949,7.60446774098233,-1.78294331025526,11.029032773254,-2.51778029159994
1,20120108 3:00,0.935156435513189,6.77670148507764,-0.324452218256594,9.77138723277919,-0.340156155387265
1,20120108 4:00,0.966732419734558,6.69528906756442,-0.898178550071519,9.4987808672295,-1.18326418915663
1,20120108 5:00,0.984587884039997,7.20004605614639,-1.36025006144635,10.2391733038408,-1.92736169734646
1,20120108 6:00,0.973874606929889,7.64231351344794,-0.476482219302252,10.99354555407,-0.745309655764909
1,20120108 7:00,0.964758930125242,7.66651720514106,-0.166939167992897,11.3946586678768,-0.262405558613145
1,20120108 8:00,0.943332364330232,6.7089311483369,-0.727207106272632,10.0676517444515,-1.05691946939869
1,20120108 9:00,0.717319782351167,6.03298804941632,-0.691816515865282,9.58588585977201,-1.07271255936843
1,20120108 10:00,0.676064276320703,5.20830226336347,-0.379282710436996,8.78419731729749,-0.604386699111815
1,20120108 11:00,0.804623591119463,4.74887218831589,-0.483959104599579,8.56052029941057,-0.764747304958439
1,20120108 12:00,0.687341404748783,4.38405654443232,-0.715244089796908,7.99057405191024,-1.11158785775549
1,20120108 13:00,0.712808940239769,4.64853688456987,-0.944036779895127,8.11961848530654,-1.50520025392448
1,20120108 14:00,0.830561007443902,3.93166754333183,-1.19326628980604,7.41901474899246,-1.94740677307729
1,20120108 15:00,0.896814187072471,3.92594667074982,-1.44748038991517,7.3061008697707,-2.34284144885817
1,20120108 16:00,0.912414227165449,4.00383855128949,-1.45445881619268,7.62279741673079,-2.40540638219984
1,20120108 17:00,0.817780264978689,4.13013781521541,-1.6079841942978,7.63408880465296,-2.58945662300108
1,20120108 18:00,0.865144219739535,4.04344459224187,-1.40112370107174,7.77711305166719,-2.30153644432191
1,20120108 19:00,0.692604048617478,4.10197351942705,-1.15289110920047,7.60505380713879,-1.73966689732143
1,20120108 20:00,0.652664206184822,3.89910257632654,-1.00435032129357,7.22921189487207,-1.41044171410602
1,20120108 21:00,0.723522206827338,5.59556133045339,-0.293547759027641,8.19381903450942,-0.601349566425326
1,20120108 22:00,0.756225891580144,6.2252973815962,0.598693886453432,9.10089386425758,0.714336313361744
1,20120108 23:00,0.853961087050069,6.21957650901419,0.868360216177041,9.05734136798633,1.35760101636013
1,20120109 0:00,0.504557831036546,6.38812221662264,0.35544588478038,9.09551701286606,0.745315066763932
1,20120109 1:00,0.725589689018507,6.47484617397866,-0.0242369026339038,9.11096869750092,0.012476433060726
1,20120109 2:00,0.783291024219829,6.63707888833447,-0.368689598402023,9.40475298184593,-0.40145787400652
1,20120109 3:00,0.746828297008415,6.434911967368,-0.606890745260321,9.15793421234519,-0.777926594156731
1,20120109 4:00,0.776712686237962,6.55097075533023,-0.849539631375308,9.27734653200243,-1.20394657442302
1,20120109 5:00,0.675594392330488,7.32594395236836,-0.269850948253352,10.3425643793214,-0.429859206024273
1,20120109 6:00,0.823888708447801,7.02477347751296,0.00837985191515772,9.9553486984245,-0.000817807458222075
1,20120109 7:00,0.85189361012017,7.4066443282274,0.684930412182812,10.6673259181382,1.02465156348063
1,20120109 8:00,0.752466852278297,6.89207543679629,0.526788571944938,10.24013958631,0.946698971346803
1,20120109 9:00,0.671741361499042,6.53391552125693,0.801560019358244,10.4539825687924,1.36848896599343
1,20120109 10:00,0.72314630594869,5.40951801637552,0.485276338882496,8.84816166762767,0.932800447167903
1,20120109 11:00,0.818062191163802,4.77140267324268,-0.419097309977845,7.93832972580409,-0.533795995536049
1,20120109 12:00,0.617329180557098,4.72231687761708,-0.44183019951204,7.60657332307436,-0.651631309226725
1,20120109 13:00,0.611126764498958,4.97398557552801,0.42547895554255,7.84789612807204,0.875997783132397
1,20120109 14:00,0.467343283127265,5.00060837993512,0.92313155904111,7.87537595058731,1.50989134242224
1,20120109 15:00,0.549102507110198,4.78055426225762,1.13662304336224,7.62456011599344,1.87064868741369
1,20120109 16:00,0.636970194555069,4.05924265535257,1.40447578526514,6.85262691988283,2.51179365062296
1,20120109 17:00,0.627384625342175,3.5463376891969,1.45735446309468,5.78740907256385,2.66830311855058
1,20120109 18:00,0.656235300308614,3.33834702976638,1.3698822577131,5.63552059902494,2.59155909373665
1,20120109 19:00,0.537637438765333,2.99557842302488,1.29674165660309,5.66649785349669,2.76680135512278
1,20120109 20:00,0.468564973083792,3.14408375385827,1.07484888701932,5.59155288300051,2.30935862453898
1,20120109 21:00,0.405694941348708,3.62994993428797,0.925108332044083,5.53809213737991,1.73589343124436
1,20120109 22:00,0.612724344811595,4.7722346358804,1.80081877236131,6.7806797482065,2.7589456675434
1,20120109 23:00,0.583215850147172,4.56757182700077,1.43808092631569,6.47190646976226,2.22898889776534
1,20120110 0:00,0.51498918406605,4.81424874908537,1.26115974254957,6.75619772451108,1.90448857237101
1,20120110 1:00,0.452213134390278,5.5233440019202,1.09458886095422,7.92414910898847,1.71165998327685
1,20120110 2:00,0.572408593082258,6.60305391347474,0.835383758706747,9.29194876259712,1.30162924812716
1,20120110 3:00,0.80951037199065,6.80803105090893,0.710048882576685,9.77689591251292,1.16731824833112
1,20120110 4:00,0.626538844682328,6.80107573886026,0.0914606229670254,9.8231524098895,0.277371379763873
1,20120110 5:00,0.672869071500765,6.58791588136882,-0.148876863518935,9.67045623037755,0.0120252582156022
1,20120110 6:00,0.885443066062538,7.34849971069049,0.868177471816046,10.682627974048,1.2688704676891
1,20120110 7:00,0.942392610029103,7.17707172549104,2.00607439381406,10.673675103588,3.41184068801207
1,20120110 8:00,0.862606883021263,6.38089306392032,1.09189348727401,9.76147708005406,1.8323214912237
1,20120110 9:00,0.920214242476797,5.72995768336584,0.423440814580343,9.00545690787764,0.808063622860416
1,20120110 10:00,0.972558937018558,5.18417025554706,-0.104403197795365,8.90548318774115,0.0300425874565344
1,20120110 11:00,0.965510731882538,4.85481577324263,-0.853267851948816,8.53393906365182,-1.26119934147692
1,20120110 12:00,0.990226475086513,5.76718905962634,-1.1798572962017,9.70726247560193,-1.94203599491457
1,20120110 13:00,0.991542144997844,5.81055747592978,-1.44939466422334,9.90422562572158,-2.03976635655477
1,20120110 14:00,0.998308430262274,5.79091894779238,-1.0814761568738,9.89577013695382,-1.53364319878678
1,20120110 15:00,0.99342166622715,6.29374709531058,0.2024201728026,10.3672879811796,0.575476281750203
1,20120110 16:00,0.996334922764641,6.83094266706924,1.41443987100657,11.0183606162974,2.51752598205308
1,20120110 17:00,0.982896315354525,6.92217999570761,1.96070227019709,11.3356901359346,3.26879401343255
1,20120110 18:00,0.987031281841369,6.48685928866175,2.49483548782663,10.6851148825091,4.24118381276891
1,20120110 19:00,0.990602370703891,6.58259711333161,4.17674866428165,10.2101153664377,6.42510250863946
1,20120110 20:00,0.990508394958103,5.80032907585822,4.64080216622557,9.2143572186106,7.58913117353846
1,20120110 21:00,0.983836081230447,5.73936781143168,5.56261996485958,9.11338873508967,8.95571829747945
1,20120110 22:00,0.979701124213889,5.29463697631998,5.93233538799592,8.12608607603033,9.23744380924675
1,20120110 23:00,0.971901109954796,4.52096079490671,6.48893005296061,6.6936268024329,9.79816493441151
1,20120111 0:00,0.912790126991844,4.59706009143916,7.28271760178433,6.6234959838297,10.6946635590664
1,20120111 1:00,0.922845549679589,4.09356563234221,7.60227723680681,5.77392705495013,10.998419353778
1,20120111 2:00,0.79729347558214,3.78086845308655,7.1036768135972,5.32511179171366,10.1421106559788
1,20120111 3:00,0.800394694133749,3.53056644339401,6.78341091419349,4.93919356236418,9.66261708796267
1,20120111 4:00,0.694859493875017,3.39603812982727,6.58462518352912,4.74960393164768,9.3968322311013
1,20120111 5:00,0.652194330612639,3.17711403777631,6.25495172897052,4.42253935543531,8.86968407691968
1,20120111 6:00,0.44497696934465,2.90336875628259,6.18909884288623,4.06672184944604,8.78321802367088
1,20120111 7:00,0.356921329355947,2.4741765494611,6.05084868452294,3.47908384713042,8.71885976812774
1,20120111 8:00,0.37073582396541,2.06554228868063,5.91505267098267,2.93098112325805,8.6545015125846
1,20120111 9:00,0.236819841148486,1.59884084697725,5.22952821708662,2.40579089030166,8.1283359271899
1,20120111 10:00,0.184381162442904,0.867410766780617,3.8102144611085,1.53062359021693,7.24304145017661
1,20120111 11:00,0.0941640803010536,0.499892398082209,3.34965328265566,0.926362800374035,7.01508549161158
1,20120111 12:00,0.201484819729778,0.481498446361288,2.79256240783082,0.956014259206475,6.46877724608506
1,20120111 13:00,0.152147350105521,0.594386816726942,2.2150203261475,1.26735457694709,5.79670019583302
1,20120111 14:00,0.0932243175818936,0.740456433334259,1.86530468886759,1.66180883232409,5.2720084636187
1,20120111 15:00,0.137393098038166,0.857312126620112,1.65752042718549,1.92328078748287,4.81216627134098
1,20120111 16:00,0.118691848863864,1.11374545355296,1.58348705835782,2.250794628223,4.421595178541
1,20120111 17:00,0.142843713391264,1.29516031072204,1.41087887247229,2.74723193140248,4.19462178876289
1,20120111 18:00,0.132788268606187,1.2702743760408,1.40188034145457,2.75172457668012,4.13075481761321
1,20120111 19:00,0.0641856953328924,1.26197906448038,1.4309210551936,2.81821572678923,4.21672958646855
1,20120111 20:00,0.0273470525112748,1.31319359672295,1.586350227318,2.91795245195289,4.34986765709597
1,20120111 21:00,0.0412555207620196,1.5977588498172,2.37944802928964,2.46329674985548,4.31203875879962
1,20120111 22:00,0.12038341860159,1.8354375593091,4.47937794951778,2.66007461301622,6.58422907854795
1,20120111 23:00,0.0982050531537916,1.66953132810079,4.38039410832276,2.39950118691296,6.41817495355878
1,20120112 0:00,0.096043603634866,1.74563179502461,4.31454122223848,2.42690632310658,6.07034560298974
1,20120112 1:00,0.0657832903770837,1.56868734387828,2.97564666841998,2.05051084927098,4.10770256038755
1,20120112 2:00,0.0694483591944114,1.88416994571387,2.9646006680753,2.47730952700576,4.0327393330377
1,20120112 3:00,0.148012403611501,2.13940784731194,3.05426820028511,2.86575430057629,4.18022133467164
1,20120112 4:00,0.21191616960252,2.25775838268981,3.33821538561618,3.05083418695031,4.52814848769756
1,20120112 5:00,0.190019730339834,2.24492519210667,3.60331939388867,3.06465943147463,4.89481644756094
1,20120112 6:00,0.153181087518217,2.17790741906137,3.61469027659644,2.98438381810759,5.01948355391449
1,20120112 7:00,0.187012497004299,2.39464574891001,3.61469027659644,3.32020346735972,5.1184839030776
